Flop,Hand,Weight IP,IP Equity,BET 100% freq,BET 60% freq,BET 31.1% freq,CHECK freq
Ts 3h 2h,AdQs,1.000,50.98,5.85,5.06,64.25,24.84
Ts 3h 2h,AdKs,1.000,52.29,7.13,5.36,51.70,35.81
Ts 3h 2h,4h4c,0.355,55.59,17.43,11.92,49.82,20.83
Ts 3h 2h,4h4d,0.355,55.59,17.43,11.92,49.82,20.83
Ts 3h 2h,5h5c,0.930,57.27,11.25,8.90,52.70,27.15
Ts 3h 2h,5h5d,0.930,57.27,11.25,8.90,52.70,27.16
Ts 3h 2h,5h4h,0.095,60.01,9.87,10.82,78.57,0.74
Ts 3h 2h,6h6c,1.000,58.83,7.58,8.66,57.91,25.85
Ts 3h 2h,6h6d,1.000,58.83,7.58,8.66,57.91,25.85
Ts 3h 2h,6h5h,0.205,53.08,0.95,3.59,64.83,30.62
Ts 3h 2h,7h7c,1.000,59.99,3.60,8.01,58.37,30.03
Ts 3h 2h,7h7d,1.000,59.99,3.60,8.01,58.36,30.03
Ts 3h 2h,7h6h,0.165,47.18,0.71,1.25,25.20,72.85
Ts 3h 2h,8h8c,1.000,62.57,2.21,7.78,58.18,31.83
Ts 3h 2h,8h8d,1.000,62.57,2.21,7.78,58.17,31.84
Ts 3h 2h,8h7h,0.180,49.19,1.57,2.91,55.26,40.25
Ts 3h 2h,9h9c,1.000,65.49,1.56,6.73,52.81,38.89
Ts 3h 2h,9h9d,1.000,65.49,1.56,6.73,52.82,38.89
Ts 3h 2h,9h7h,0.010,50.82,0.37,0.76,1.53,97.34
Ts 3h 2h,9h8h,0.375,52.11,2.21,2.84,47.33,47.61
Ts 3h 2h,ThTc,1.000,93.54,8.38,13.04,76.75,1.83
Ts 3h 2h,ThTd,1.000,93.54,8.38,13.04,76.75,1.83
Ts 3h 2h,Th8h,0.440,81.28,15.10,8.46,63.99,12.45
Ts 3h 2h,Th9h,1.000,81.82,13.64,10.10,62.43,13.83
Ts 3h 2h,JhJc,1.000,79.41,23.73,17.69,50.99,7.59
Ts 3h 2h,JhJd,1.000,79.41,23.73,17.69,50.98,7.59
Ts 3h 2h,Jh9h,1.000,56.21,7.16,10.33,61.76,20.75
Ts 3h 2h,JhTh,1.000,84.29,7.32,8.15,39.93,44.60
Ts 3h 2h,QhJc,0.350,40.00,19.20,14.00,51.06,15.74
Ts 3h 2h,QhQc,1.000,81.71,27.49,12.61,50.30,9.60
Ts 3h 2h,QhJd,0.350,40.00,19.20,14.00,51.05,15.75
Ts 3h 2h,QhQd,1.000,81.71,27.50,12.61,50.31,9.58
Ts 3h 2h,Qh8h,0.035,57.05,36.96,11.70,42.37,8.96
Ts 3h 2h,Qh9h,1.000,58.04,13.19,10.10,52.84,23.86
Ts 3h 2h,QhTh,1.000,85.50,9.98,8.78,53.19,28.06
Ts 3h 2h,QhJh,1.000,60.67,23.04,16.26,52.97,7.73
Ts 3h 2h,QhJs,0.350,40.18,33.18,10.14,14.91,41.77
Ts 3h 2h,KhTc,0.050,78.34,13.20,21.19,39.35,26.26
Ts 3h 2h,KhJc,0.615,43.90,28.94,17.49,37.97,15.60
Ts 3h 2h,KhQc,1.000,45.78,22.66,11.73,43.02,22.60
Ts 3h 2h,KhKc,1.000,83.21,22.19,9.75,54.64,13.42
Ts 3h 2h,KhTd,0.050,78.34,13.20,21.20,39.34,26.26
Ts 3h 2h,KhJd,0.615,43.90,28.94,17.49,37.97,15.60
Ts 3h 2h,KhQd,1.000,45.78,22.66,11.73,43.02,22.59
Ts 3h 2h,KhKd,1.000,83.21,22.20,9.75,54.65,13.41
Ts 3h 2h,Kh5h,0.205,59.45,33.30,12.02,42.52,12.16
Ts 3h 2h,Kh6h,0.465,59.55,25.44,12.24,52.09,10.24
Ts 3h 2h,Kh7h,0.585,59.37,22.09,10.94,51.33,15.65
Ts 3h 2h,Kh8h,0.790,59.82,21.16,10.95,51.27,16.62
Ts 3h 2h,Kh9h,1.000,60.99,22.00,11.74,51.89,14.37
Ts 3h 2h,KhTh,1.000,86.74,19.21,13.13,57.55,10.11
Ts 3h 2h,KhJh,1.000,63.82,22.63,14.14,55.02,8.20
Ts 3h 2h,KhQh,1.000,65.02,27.49,12.66,49.11,10.73
Ts 3h 2h,KhJs,0.615,44.10,28.00,11.71,39.73,20.56
Ts 3h 2h,KhQs,1.000,45.98,27.78,9.37,36.99,25.86
Ts 3h 2h,AhTc,0.755,80.60,15.94,14.34,60.47,9.25
Ts 3h 2h,AhJc,1.000,52.43,37.02,12.90,43.80,6.28
Ts 3h 2h,AhQc,1.000,54.40,18.71,12.81,50.92,17.56
Ts 3h 2h,AhKc,1.000,55.68,4.97,6.55,74.07,14.41
Ts 3h 2h,AhAc,1.000,85.74,13.14,8.53,59.09,19.24
Ts 3h 2h,AhTd,0.755,80.60,15.94,14.34,60.47,9.25
Ts 3h 2h,AhJd,1.000,52.43,37.02,12.90,43.80,6.28
Ts 3h 2h,AhQd,1.000,54.40,18.71,12.81,50.93,17.55
Ts 3h 2h,AhKd,1.000,55.68,4.98,6.55,74.05,14.42
Ts 3h 2h,AhAd,1.000,85.74,13.14,8.53,59.08,19.25
Ts 3h 2h,Ah4h,1.000,68.73,29.34,13.70,53.24,3.72
Ts 3h 2h,Ah5h,1.000,69.10,25.20,12.87,57.63,4.30
Ts 3h 2h,Ah6h,1.000,64.43,18.70,10.67,55.02,15.61
Ts 3h 2h,Ah7h,1.000,64.82,17.86,10.65,56.48,15.01
Ts 3h 2h,Ah8h,1.000,65.52,17.15,10.49,54.57,17.79
Ts 3h 2h,Ah9h,1.000,66.66,14.98,9.29,53.75,21.99
Ts 3h 2h,AhTh,1.000,88.69,27.16,13.98,56.49,2.37
Ts 3h 2h,AhJh,1.000,69.99,23.49,12.84,50.17,13.50
Ts 3h 2h,AhQh,1.000,71.25,22.99,10.96,49.78,16.27
Ts 3h 2h,AhKh,1.000,72.12,13.33,7.68,47.03,31.96
Ts 3h 2h,AhJs,1.000,52.64,47.02,15.44,27.35,10.19
Ts 3h 2h,AhQs,1.000,54.61,27.81,12.43,36.69,23.08
Ts 3h 2h,AhKs,1.000,55.89,10.35,8.50,46.32,34.83
Ts 3h 2h,2s2c,0.355,90.29,38.68,16.23,44.94,0.15
Ts 3h 2h,2s2d,0.355,90.29,38.67,16.23,44.95,0.15
Ts 3h 2h,3s3c,0.325,91.11,44.23,19.27,36.40,0.10
Ts 3h 2h,3s3d,0.325,91.11,44.22,19.28,36.40,0.10
Ts 3h 2h,4s4c,0.355,53.13,3.57,4.06,31.24,61.13
Ts 3h 2h,4s4d,0.355,53.13,3.56,4.06,31.24,61.14
Ts 3h 2h,4s4h,0.355,55.70,21.20,10.02,44.65,24.14
Ts 3h 2h,5s5c,0.930,54.71,4.13,7.01,42.25,46.62
Ts 3h 2h,5s5d,0.930,54.71,4.13,7.01,42.25,46.62
Ts 3h 2h,5s5h,0.930,57.38,13.31,8.99,49.82,27.88
Ts 3h 2h,5s4s,0.095,41.94,35.34,24.98,39.07,0.61
Ts 3h 2h,6s6c,1.000,56.26,1.98,2.81,42.09,53.12
Ts 3h 2h,6s6d,1.000,56.26,1.98,2.81,42.09,53.12
Ts 3h 2h,6s6h,1.000,58.88,7.53,8.79,55.99,27.68
Ts 3h 2h,6s5s,0.205,31.68,1.30,13.72,69.63,15.35
Ts 3h 2h,7s7c,1.000,57.44,1.10,1.80,47.88,49.22
Ts 3h 2h,7s7d,1.000,57.44,1.10,1.80,47.88,49.22
Ts 3h 2h,7s7h,1.000,60.03,7.76,8.98,53.96,29.30
Ts 3h 2h,7s6s,0.165,23.00,19.94,14.04,31.14,34.88
Ts 3h 2h,8s8c,1.000,60.07,0.72,3.20,40.41,55.68
Ts 3h 2h,8s8d,1.000,60.07,0.72,3.20,40.41,55.68
Ts 3h 2h,8s8h,1.000,62.62,4.80,7.95,51.03,36.22
Ts 3h 2h,8s7s,0.180,25.63,4.38,4.90,22.44,68.28
Ts 3h 2h,9s9c,1.000,63.11,0.42,0.94,28.43,70.21
Ts 3h 2h,9s9d,1.000,63.11,0.42,0.94,28.43,70.21
Ts 3h 2h,9s9h,1.000,65.69,1.62,8.65,47.24,42.49
Ts 3h 2h,9s7s,0.010,27.78,0.87,0.98,2.15,96.01
Ts 3h 2h,9s8s,0.375,29.77,3.73,4.30,38.12,53.86
Ts 3h 2h,JsJc,1.000,76.87,14.41,11.41,51.44,22.74
Ts 3h 2h,JsJd,1.000,76.87,14.42,11.41,51.44,22.73
Ts 3h 2h,JsJh,1.000,79.58,14.80,15.01,55.60,14.59
Ts 3h 2h,Js9s,1.000,34.33,13.73,11.41,47.57,27.29
Ts 3h 2h,QsJc,0.350,36.51,14.63,8.84,61.56,14.97
Ts 3h 2h,QsQc,1.000,79.14,18.26,10.26,50.47,21.01
Ts 3h 2h,QsJd,0.350,36.51,14.63,8.84,61.57,14.97
Ts 3h 2h,QsQd,1.000,79.14,18.26,10.26,50.47,21.02
Ts 3h 2h,QsJh,0.350,40.09,35.77,7.39,21.00,35.85
Ts 3h 2h,QsQh,1.000,81.88,17.82,11.88,55.94,14.36
Ts 3h 2h,Qs8s,0.035,34.58,15.25,10.50,37.07,37.18
Ts 3h 2h,Qs9s,1.000,36.16,17.48,10.62,43.69,28.22
Ts 3h 2h,QsJs,1.000,39.68,21.39,13.55,51.73,13.33
Ts 3h 2h,KsTc,0.050,75.67,3.03,6.17,10.90,79.89
Ts 3h 2h,KsJc,0.615,40.40,13.02,7.85,67.79,11.33
Ts 3h 2h,KsQc,1.000,42.28,18.71,8.10,57.01,16.18
Ts 3h 2h,KsKc,1.000,80.60,16.56,8.31,47.38,27.75
Ts 3h 2h,KsTd,0.050,75.67,3.03,6.17,10.90,79.89
Ts 3h 2h,KsJd,0.615,40.40,13.03,7.85,67.79,11.33
Ts 3h 2h,KsQd,1.000,42.28,18.71,8.10,57.01,16.17
Ts 3h 2h,KsKd,1.000,80.60,16.56,8.31,47.38,27.75
Ts 3h 2h,KsTh,0.050,77.91,30.19,29.14,23.49,17.17
Ts 3h 2h,KsJh,0.615,43.90,21.83,7.65,47.57,22.95
Ts 3h 2h,KsQh,1.000,45.82,28.35,11.26,30.84,29.55
Ts 3h 2h,KsKh,1.000,83.37,18.60,9.96,54.24,17.20
Ts 3h 2h,Ks5s,0.205,37.71,61.13,8.59,8.34,21.94
Ts 3h 2h,Ks6s,0.465,37.63,38.05,7.96,13.57,40.41
Ts 3h 2h,Ks7s,0.585,37.17,17.94,8.87,20.14,53.04
Ts 3h 2h,Ks8s,0.790,37.81,8.39,8.61,45.20,37.80
Ts 3h 2h,Ks9s,1.000,39.67,8.98,8.88,59.21,22.93
Ts 3h 2h,KsJs,1.000,43.49,17.67,11.67,47.50,23.16
Ts 3h 2h,KsQs,1.000,45.29,16.63,10.28,58.31,14.77
Ts 3h 2h,AsTc,0.755,77.83,17.73,10.99,46.01,25.27
Ts 3h 2h,AsJc,1.000,48.96,6.70,5.61,71.78,15.92
Ts 3h 2h,AsQc,1.000,50.94,4.20,5.28,61.02,29.50
Ts 3h 2h,AsKc,1.000,52.24,7.31,5.66,50.85,36.17
Ts 3h 2h,AsAc,1.000,83.11,15.56,7.56,45.29,31.59
Ts 3h 2h,AsTd,0.755,77.83,17.72,10.99,46.01,25.27
Ts 3h 2h,AsJd,1.000,48.96,6.70,5.61,71.78,15.92
Ts 3h 2h,AsQd,1.000,50.94,4.20,5.28,61.02,29.50
Ts 3h 2h,AsKd,1.000,52.24,7.31,5.66,50.85,36.18
Ts 3h 2h,AsAd,1.000,83.11,15.56,7.56,45.29,31.59
Ts 3h 2h,AsTh,0.755,80.09,20.21,15.74,52.33,11.72
Ts 3h 2h,AsJh,1.000,52.30,12.32,8.94,46.71,32.02
Ts 3h 2h,AsQh,1.000,54.28,13.70,8.44,30.40,47.46
Ts 3h 2h,AsKh,1.000,55.70,10.20,7.88,34.10,47.82
Ts 3h 2h,AsAh,1.000,85.91,15.25,9.60,56.11,19.03
Ts 3h 2h,As3s,1.000,58.47,17.04,15.89,62.14,4.94
Ts 3h 2h,As4s,1.000,50.71,21.78,12.11,56.36,9.75
Ts 3h 2h,As5s,1.000,51.15,19.68,11.75,58.59,9.98
Ts 3h 2h,As6s,1.000,43.95,16.50,11.89,52.88,18.73
Ts 3h 2h,As7s,1.000,44.36,18.91,10.70,41.41,28.99
Ts 3h 2h,As8s,1.000,45.35,8.07,7.81,36.74,47.38
Ts 3h 2h,As9s,1.000,47.16,2.03,2.37,21.66,73.93
Ts 3h 2h,AsJs,1.000,51.68,5.25,4.87,27.40,62.48
Ts 3h 2h,AsQs,1.000,53.58,1.93,2.88,46.17,49.02
Ts 3h 2h,AsKs,1.000,54.83,1.97,3.08,69.14,25.81
Ts 3h 3d,5c4c,0.095,22.16,0.29,0.83,84.61,14.27
Ts 3h 3d,6c5c,0.205,21.28,0.26,0.76,84.27,14.70
Ts 3h 3d,7c6c,0.165,22.33,0.27,0.80,94.25,4.68
Ts 3h 3d,8c7c,0.180,23.86,0.26,0.73,84.43,14.59
Ts 3h 3d,9c7c,0.010,26.11,0.23,0.64,14.87,84.26
Ts 3h 3d,9c8c,0.375,27.67,0.30,0.81,51.03,47.86
Ts 3h 3d,Tc8c,0.440,74.47,0.19,0.65,55.01,44.16
Ts 3h 3d,Tc9c,1.000,74.99,0.16,0.87,78.84,20.13
Ts 3h 3d,Jc9c,1.000,34.01,0.42,1.03,72.41,26.14
Ts 3h 3d,JcTc,1.000,78.34,0.14,0.46,54.21,45.19
Ts 3h 3d,Qc8c,0.035,35.26,0.36,0.98,98.60,0.06
Ts 3h 3d,Qc9c,1.000,36.74,0.46,1.16,92.54,5.84
Ts 3h 3d,QcTc,1.000,79.25,0.13,0.77,62.81,36.28
Ts 3h 3d,QcJc,1.000,40.96,0.57,1.11,72.60,25.72
Ts 3h 3d,QcJd,0.350,41.08,0.52,1.02,66.69,31.78
Ts 3h 3d,QcJh,0.350,41.08,0.52,1.02,66.69,31.77
Ts 3h 3d,QcJs,0.350,41.14,0.57,1.14,84.14,14.15
Ts 3h 3d,Kc5c,0.205,38.81,0.36,0.99,98.60,0.05
Ts 3h 3d,Kc6c,0.465,39.23,0.41,1.11,96.91,1.57
Ts 3h 3d,Kc7c,0.585,39.47,0.39,1.07,97.62,0.92
Ts 3h 3d,Kc8c,0.790,39.86,0.40,1.09,95.46,3.05
Ts 3h 3d,Kc9c,1.000,41.42,0.48,1.26,94.47,3.79
Ts 3h 3d,KcTc,1.000,80.33,0.20,0.92,76.92,21.97
Ts 3h 3d,KcJc,1.000,45.86,0.58,1.19,83.52,14.71
Ts 3h 3d,KcQc,1.000,47.51,0.66,1.30,76.34,21.71
Ts 3h 3d,KcTd,0.050,80.31,0.21,0.84,96.94,2.01
Ts 3h 3d,KcJd,0.615,45.96,0.57,1.20,80.12,18.10
Ts 3h 3d,KcQd,1.000,47.58,0.60,1.21,76.24,21.95
Ts 3h 3d,KcTh,0.050,80.31,0.21,0.84,96.94,2.01
Ts 3h 3d,KcJh,0.615,45.96,0.57,1.20,80.12,18.10
Ts 3h 3d,KcQh,1.000,47.58,0.60,1.21,76.23,21.95
Ts 3h 3d,KcJs,0.615,46.04,0.65,1.36,83.28,14.71
Ts 3h 3d,KcQs,1.000,47.69,0.69,1.38,83.74,14.18
Ts 3h 3d,Ac3c,1.000,93.60,2.08,2.47,95.44,0.02
Ts 3h 3d,Ac4c,1.000,47.99,0.57,1.51,94.85,3.06
Ts 3h 3d,Ac5c,1.000,48.24,0.58,1.53,91.27,6.62
Ts 3h 3d,Ac6c,1.000,47.81,0.49,1.32,93.92,4.28
Ts 3h 3d,Ac7c,1.000,48.07,0.46,1.26,95.10,3.17
Ts 3h 3d,Ac8c,1.000,48.57,0.47,1.26,93.07,5.20
Ts 3h 3d,Ac9c,1.000,49.56,0.42,1.11,61.48,37.00
Ts 3h 3d,AcTc,1.000,82.49,0.46,1.12,91.38,7.04
Ts 3h 3d,AcJc,1.000,55.00,0.39,0.81,73.90,24.90
Ts 3h 3d,AcQc,1.000,56.78,0.40,0.79,87.00,11.82
Ts 3h 3d,AcKc,1.000,58.01,0.46,0.87,91.84,6.84
Ts 3h 3d,AcTd,0.755,82.52,0.46,1.17,92.64,5.73
Ts 3h 3d,AcJd,1.000,55.09,0.38,0.81,48.95,49.85
Ts 3h 3d,AcQd,1.000,56.82,0.34,0.69,62.61,36.36
Ts 3h 3d,AcKd,1.000,58.06,0.37,0.70,70.46,28.47
Ts 3h 3d,AcTh,0.755,82.52,0.46,1.17,92.65,5.72
Ts 3h 3d,AcJh,1.000,55.09,0.38,0.81,48.95,49.85
Ts 3h 3d,AcQh,1.000,56.82,0.34,0.69,62.62,36.35
Ts 3h 3d,AcKh,1.000,58.06,0.37,0.70,70.47,28.47
Ts 3h 3d,AcJs,1.000,55.20,0.42,0.89,63.97,34.72
Ts 3h 3d,AcQs,1.000,56.98,0.39,0.78,83.02,15.81
Ts 3h 3d,AcKs,1.000,58.21,0.41,0.79,83.05,15.75
Ts 3h 3d,2d2c,0.355,44.03,0.23,0.57,55.56,43.65
Ts 3h 3d,4d4c,0.355,54.48,0.18,0.37,50.66,48.80
Ts 3h 3d,5d5c,0.930,56.46,0.21,0.46,60.24,39.09
Ts 3h 3d,5d4d,0.095,25.53,0.31,0.81,34.94,63.94
Ts 3h 3d,6d6c,1.000,59.34,0.21,0.45,56.67,42.67
Ts 3h 3d,6d5d,0.205,24.72,0.26,0.70,70.06,28.98
Ts 3h 3d,7d7c,1.000,61.75,0.20,0.44,52.49,46.86
Ts 3h 3d,7d6d,0.165,25.78,0.26,0.71,80.80,18.23
Ts 3h 3d,8d8c,1.000,64.41,0.18,0.49,49.79,49.54
Ts 3h 3d,8d7d,0.180,27.30,0.24,0.65,94.31,4.80
Ts 3h 3d,9d9c,1.000,67.63,0.13,0.48,46.10,53.29
Ts 3h 3d,9d7d,0.010,29.43,0.22,0.56,98.41,0.81
Ts 3h 3d,9d8d,0.375,30.92,0.25,0.61,82.22,16.91
Ts 3h 3d,TdTc,1.000,99.06,0.45,1.31,97.57,0.68
Ts 3h 3d,Td8d,0.440,75.80,0.14,1.01,70.01,28.84
Ts 3h 3d,Td9d,1.000,76.24,0.13,1.17,77.24,21.46
Ts 3h 3d,JdJc,1.000,83.29,0.61,1.42,84.02,13.95
Ts 3h 3d,Jd9d,1.000,37.12,0.39,0.84,64.70,34.06
Ts 3h 3d,JdTd,1.000,79.38,0.15,0.53,58.90,40.42
Ts 3h 3d,QdJc,0.350,41.06,0.46,0.92,72.68,25.93
Ts 3h 3d,QdQc,1.000,85.98,0.59,1.18,86.89,11.34
Ts 3h 3d,Qd8d,0.035,38.39,0.36,0.89,54.02,44.74
Ts 3h 3d,Qd9d,1.000,39.78,0.39,0.87,67.47,31.27
Ts 3h 3d,QdTd,1.000,80.25,0.18,0.70,62.92,36.19
Ts 3h 3d,QdJd,1.000,43.85,0.69,1.24,90.90,7.17
Ts 3h 3d,QdJh,0.350,41.17,0.48,0.97,46.30,52.25
Ts 3h 3d,QdJs,0.350,41.23,0.52,1.07,51.17,47.24
Ts 3h 3d,KdTc,0.050,80.30,0.18,0.82,13.23,85.76
Ts 3h 3d,KdJc,0.615,45.93,0.55,1.16,80.27,18.02
Ts 3h 3d,KdQc,1.000,47.59,0.62,1.24,78.40,19.73
Ts 3h 3d,KdKc,1.000,87.89,0.61,1.06,85.58,12.75
Ts 3h 3d,Kd5d,0.205,41.72,0.41,1.05,80.80,17.74
Ts 3h 3d,Kd6d,0.465,42.14,0.38,0.98,61.16,37.48
Ts 3h 3d,Kd7d,0.585,42.46,0.38,0.95,53.94,44.73
Ts 3h 3d,Kd8d,0.790,42.84,0.37,0.92,65.32,33.38
Ts 3h 3d,Kd9d,1.000,44.31,0.41,0.99,73.02,25.57
Ts 3h 3d,KdTd,1.000,81.35,0.23,0.85,70.54,28.37
Ts 3h 3d,KdJd,1.000,48.58,0.55,0.97,77.94,20.54
Ts 3h 3d,KdQd,1.000,50.13,0.56,0.97,91.26,7.21
Ts 3h 3d,KdTh,0.050,80.31,0.19,0.78,39.27,59.77
Ts 3h 3d,KdJh,0.615,46.04,0.53,1.14,95.41,2.92
Ts 3h 3d,KdQh,1.000,47.66,0.58,1.18,72.55,25.69
Ts 3h 3d,KdJs,0.615,46.11,0.60,1.27,95.22,2.91
Ts 3h 3d,KdQs,1.000,47.77,0.67,1.35,79.77,18.21
Ts 3h 3d,AdTc,0.755,82.51,0.54,1.36,83.01,15.09
Ts 3h 3d,AdJc,1.000,55.07,0.31,0.66,63.69,35.33
Ts 3h 3d,AdQc,1.000,56.84,0.31,0.61,68.60,30.47
Ts 3h 3d,AdKc,1.000,58.07,0.31,0.60,67.16,31.92
Ts 3h 3d,AdAc,1.000,90.30,0.33,0.75,79.31,19.61
Ts 3h 3d,Ad4d,1.000,50.48,0.40,0.98,68.71,29.91
Ts 3h 3d,Ad5d,1.000,50.73,0.38,0.90,54.96,43.75
Ts 3h 3d,Ad6d,1.000,50.33,0.37,0.91,74.12,24.61
Ts 3h 3d,Ad7d,1.000,50.68,0.36,0.88,66.23,32.53
Ts 3h 3d,Ad8d,1.000,51.19,0.33,0.81,63.49,35.38
Ts 3h 3d,Ad9d,1.000,52.10,0.29,0.68,52.73,46.30
Ts 3h 3d,AdTd,1.000,83.49,0.63,1.25,88.05,10.07
Ts 3h 3d,AdJd,1.000,57.33,0.25,0.47,63.78,35.50
Ts 3h 3d,AdQd,1.000,58.99,0.28,0.48,81.16,18.08
Ts 3h 3d,AdKd,1.000,60.18,0.33,0.55,89.25,9.87
Ts 3h 3d,AdTh,0.755,82.54,0.54,1.40,82.26,15.80
Ts 3h 3d,AdJh,1.000,55.16,0.32,0.68,89.57,9.43
Ts 3h 3d,AdQh,1.000,56.89,0.29,0.60,67.29,31.82
Ts 3h 3d,AdKh,1.000,58.13,0.30,0.57,55.25,43.89
Ts 3h 3d,AdJs,1.000,55.27,0.35,0.74,88.05,10.86
Ts 3h 3d,AdQs,1.000,57.05,0.33,0.66,74.02,25.00
Ts 3h 3d,AdKs,1.000,58.28,0.32,0.62,65.44,33.61
Ts 3h 3d,2h2c,0.355,44.03,0.23,0.57,55.56,43.65
Ts 3h 3d,2h2d,0.355,43.97,0.22,0.54,42.21,57.03
Ts 3h 3d,4h4c,0.355,54.48,0.18,0.37,50.66,48.79
Ts 3h 3d,4h4d,0.355,54.44,0.16,0.34,39.26,60.23
Ts 3h 3d,5h5c,0.930,56.46,0.21,0.46,60.25,39.08
Ts 3h 3d,5h5d,0.930,56.43,0.20,0.43,49.82,49.55
Ts 3h 3d,5h4h,0.095,25.53,0.31,0.81,34.95,63.94
Ts 3h 3d,6h6c,1.000,59.34,0.21,0.45,56.67,42.67
Ts 3h 3d,6h6d,1.000,59.30,0.20,0.43,43.56,55.81
Ts 3h 3d,6h5h,0.205,24.72,0.26,0.70,70.06,28.98
Ts 3h 3d,7h7c,1.000,61.75,0.20,0.44,52.49,46.86
Ts 3h 3d,7h7d,1.000,61.82,0.21,0.43,47.32,52.04
Ts 3h 3d,7h6h,0.165,25.78,0.26,0.71,80.79,18.24
Ts 3h 3d,8h8c,1.000,64.41,0.18,0.49,49.79,49.55
Ts 3h 3d,8h8d,1.000,64.50,0.17,0.51,48.88,50.44
Ts 3h 3d,8h7h,0.180,27.30,0.24,0.65,94.31,4.79
Ts 3h 3d,9h9c,1.000,67.63,0.13,0.48,46.10,53.29
Ts 3h 3d,9h9d,1.000,67.68,0.13,0.44,43.06,56.38
Ts 3h 3d,9h7h,0.010,29.43,0.22,0.56,98.41,0.81
Ts 3h 3d,9h8h,0.375,30.92,0.25,0.61,82.21,16.92
Ts 3h 3d,ThTc,1.000,99.06,0.45,1.31,97.57,0.68
Ts 3h 3d,ThTd,1.000,99.06,0.42,1.26,97.27,1.06
Ts 3h 3d,Th8h,0.440,75.80,0.14,1.01,70.01,28.83
Ts 3h 3d,Th9h,1.000,76.24,0.13,1.17,77.25,21.45
Ts 3h 3d,JhJc,1.000,83.29,0.61,1.42,84.02,13.95
Ts 3h 3d,JhJd,1.000,83.25,0.56,1.40,82.92,15.12
Ts 3h 3d,Jh9h,1.000,37.12,0.39,0.84,64.70,34.07
Ts 3h 3d,JhTh,1.000,79.38,0.15,0.53,58.90,40.42
Ts 3h 3d,QhJc,0.350,41.06,0.46,0.92,72.69,25.93
Ts 3h 3d,QhQc,1.000,85.98,0.59,1.18,86.89,11.34
Ts 3h 3d,QhJd,0.350,41.17,0.48,0.97,46.30,52.25
Ts 3h 3d,QhQd,1.000,85.88,0.49,1.05,83.63,14.83
Ts 3h 3d,Qh8h,0.035,38.39,0.36,0.89,54.02,44.74
Ts 3h 3d,Qh9h,1.000,39.78,0.39,0.87,67.48,31.26
Ts 3h 3d,QhTh,1.000,80.25,0.18,0.70,62.92,36.20
Ts 3h 3d,QhJh,1.000,43.85,0.69,1.24,90.91,7.16
Ts 3h 3d,QhJs,0.350,41.23,0.52,1.07,51.17,47.24
Ts 3h 3d,KhTc,0.050,80.30,0.18,0.82,13.23,85.77
Ts 3h 3d,KhJc,0.615,45.93,0.55,1.16,80.27,18.02
Ts 3h 3d,KhQc,1.000,47.59,0.62,1.24,78.39,19.74
Ts 3h 3d,KhKc,1.000,87.89,0.61,1.06,85.59,12.75
Ts 3h 3d,KhTd,0.050,80.31,0.19,0.78,39.25,59.79
Ts 3h 3d,KhJd,0.615,46.04,0.53,1.14,95.41,2.92
Ts 3h 3d,KhQd,1.000,47.66,0.58,1.18,72.55,25.70
Ts 3h 3d,KhKd,1.000,87.79,0.47,0.84,80.25,18.44
Ts 3h 3d,Kh5h,0.205,41.72,0.41,1.05,80.80,17.74
Ts 3h 3d,Kh6h,0.465,42.14,0.38,0.98,61.16,37.48
Ts 3h 3d,Kh7h,0.585,42.46,0.38,0.95,53.94,44.74
Ts 3h 3d,Kh8h,0.790,42.84,0.37,0.92,65.32,33.39
Ts 3h 3d,Kh9h,1.000,44.31,0.41,0.99,73.02,25.57
Ts 3h 3d,KhTh,1.000,81.35,0.23,0.85,70.54,28.38
Ts 3h 3d,KhJh,1.000,48.58,0.55,0.97,77.94,20.54
Ts 3h 3d,KhQh,1.000,50.13,0.56,0.97,91.26,7.21
Ts 3h 3d,KhJs,0.615,46.11,0.60,1.27,95.22,2.90
Ts 3h 3d,KhQs,1.000,47.77,0.67,1.35,79.76,18.21
Ts 3h 3d,AhTc,0.755,82.51,0.54,1.36,82.98,15.12
Ts 3h 3d,AhJc,1.000,55.07,0.31,0.66,63.69,35.34
Ts 3h 3d,AhQc,1.000,56.84,0.31,0.61,68.61,30.47
Ts 3h 3d,AhKc,1.000,58.07,0.31,0.60,67.15,31.93
Ts 3h 3d,AhAc,1.000,90.30,0.33,0.75,79.30,19.62
Ts 3h 3d,AhTd,0.755,82.54,0.54,1.40,82.25,15.81
Ts 3h 3d,AhJd,1.000,55.16,0.32,0.68,89.57,9.43
Ts 3h 3d,AhQd,1.000,56.89,0.29,0.60,67.30,31.81
Ts 3h 3d,AhKd,1.000,58.13,0.30,0.57,55.24,43.90
Ts 3h 3d,AhAd,1.000,90.22,0.58,1.14,74.49,23.79
Ts 3h 3d,Ah4h,1.000,50.48,0.40,0.98,68.70,29.92
Ts 3h 3d,Ah5h,1.000,50.73,0.38,0.90,54.95,43.76
Ts 3h 3d,Ah6h,1.000,50.33,0.37,0.91,74.12,24.61
Ts 3h 3d,Ah7h,1.000,50.68,0.36,0.88,66.23,32.53
Ts 3h 3d,Ah8h,1.000,51.19,0.33,0.81,63.48,35.38
Ts 3h 3d,Ah9h,1.000,52.10,0.29,0.68,52.73,46.30
Ts 3h 3d,AhTh,1.000,83.49,0.63,1.25,88.06,10.05
