Flop,Hand,Weight OOP,OOP Equity
Ks Ts 5h,Td8d,1.000,47.16
Ks Ts 5h,Td9d,0.620,47.64
Ks Ts 5h,Td8h,0.230,47.28
Ks Ts 5h,Td9h,0.845,47.78
Ks Ts 5h,Td8s,0.230,49.93
Ks Ts 5h,Td9s,0.845,50.59
Ks Ts 5h,Jd9c,0.190,24.33
Ks Ts 5h,JdTc,1.000,51.44
Ks Ts 5h,JdJc,0.870,53.84
Ks Ts 5h,Jd2d,0.470,11.50
Ks Ts 5h,Jd3d,0.700,11.44
Ks Ts 5h,Jd4d,1.000,11.57
Ks Ts 5h,Jd5d,1.000,37.97
Ks Ts 5h,Jd6d,1.000,11.84
Ks Ts 5h,Jd7d,1.000,13.58
Ks Ts 5h,Jd8d,0.980,13.92
Ks Ts 5h,Jd9d,0.950,24.47
Ks Ts 5h,JdTd,0.655,51.43
Ks Ts 5h,Jd9h,0.190,24.42
Ks Ts 5h,JdTh,1.000,51.57
Ks Ts 5h,Jd9s,0.190,27.41
Ks Ts 5h,QdTc,1.000,52.16
Ks Ts 5h,QdJc,1.000,39.08
Ks Ts 5h,QdQc,0.345,58.34
Ks Ts 5h,Qd2d,1.000,12.79
Ks Ts 5h,Qd3d,1.000,12.74
Ks Ts 5h,Qd4d,1.000,12.87
Ks Ts 5h,Qd5d,1.000,38.03
Ks Ts 5h,Qd6d,0.925,13.16
Ks Ts 5h,Qd7d,1.000,13.54
Ks Ts 5h,Qd8d,0.880,13.90
Ks Ts 5h,Qd9d,0.875,24.55
Ks Ts 5h,QdTd,0.655,52.15
Ks Ts 5h,QdJd,0.350,39.12
Ks Ts 5h,QdTh,1.000,52.32
Ks Ts 5h,QdJh,1.000,39.20
Ks Ts 5h,QdJs,1.000,41.82
Ks Ts 5h,Kd9c,0.320,63.51
Ks Ts 5h,KdTc,1.000,81.11
Ks Ts 5h,KdJc,0.830,66.72
Ks Ts 5h,KdQc,0.760,69.62
Ks Ts 5h,Kd2d,1.000,62.17
Ks Ts 5h,Kd3d,0.900,62.04
Ks Ts 5h,Kd4d,0.690,62.03
Ks Ts 5h,Kd5d,0.880,77.86
Ks Ts 5h,Kd6d,0.935,61.95
Ks Ts 5h,Kd7d,0.860,62.14
Ks Ts 5h,Kd8d,1.000,62.45
Ks Ts 5h,Kd9d,0.990,63.43
Ks Ts 5h,KdTd,0.600,80.94
Ks Ts 5h,KdJd,0.900,66.68
Ks Ts 5h,KdQd,0.830,69.62
Ks Ts 5h,Kd9h,0.320,63.69
Ks Ts 5h,KdTh,1.000,81.21
Ks Ts 5h,KdJh,0.830,66.89
Ks Ts 5h,KdQh,0.760,69.79
Ks Ts 5h,Kd9s,0.320,66.08
Ks Ts 5h,KdJs,0.830,69.13
Ks Ts 5h,KdQs,0.760,72.16
Ks Ts 5h,Ad5c,0.430,37.25
Ks Ts 5h,Ad8c,0.465,20.31
Ks Ts 5h,Ad9c,0.980,21.68
Ks Ts 5h,AdTc,0.860,53.66
Ks Ts 5h,AdJc,0.995,36.53
Ks Ts 5h,AdQc,1.000,41.86
Ks Ts 5h,AdKc,0.425,75.85
Ks Ts 5h,Ad2d,0.680,18.47
Ks Ts 5h,Ad3d,0.755,18.62
Ks Ts 5h,Ad4d,0.835,18.76
Ks Ts 5h,Ad5d,0.810,37.33
Ks Ts 5h,Ad6d,1.000,18.25
Ks Ts 5h,Ad7d,0.970,19.29
Ks Ts 5h,Ad8d,0.940,20.48
Ks Ts 5h,Ad9d,0.925,21.85
Ks Ts 5h,AdTd,0.825,53.66
Ks Ts 5h,AdJd,0.745,36.53
Ks Ts 5h,AdQd,0.475,41.86
Ks Ts 5h,Ad8h,0.465,20.39
Ks Ts 5h,Ad9h,0.980,21.80
Ks Ts 5h,AdTh,0.860,53.85
Ks Ts 5h,AdJh,0.995,36.67
Ks Ts 5h,AdQh,1.000,42.00
Ks Ts 5h,AdKh,0.425,76.02
Ks Ts 5h,Ad5s,0.430,39.87
Ks Ts 5h,Ad8s,0.465,23.43
Ks Ts 5h,Ad9s,0.980,25.04
Ks Ts 5h,AdJs,0.995,39.48
Ks Ts 5h,AdQs,1.000,44.92
Ks Ts 5h,2h2c,1.000,26.32
Ks Ts 5h,2h2d,1.000,26.32
Ks Ts 5h,3h3c,1.000,26.81
Ks Ts 5h,3h3d,1.000,26.81
Ks Ts 5h,3h2h,1.000,13.82
Ks Ts 5h,4h4c,1.000,27.83
Ks Ts 5h,4h4d,1.000,27.83
Ks Ts 5h,4h2h,1.000,13.94
Ks Ts 5h,4h3h,1.000,15.26
Ks Ts 5h,6h5c,0.495,35.77
Ks Ts 5h,6h6c,1.000,31.36
Ks Ts 5h,6h5d,0.495,35.77
Ks Ts 5h,6h6d,1.000,31.36
Ks Ts 5h,6h3h,1.000,14.43
Ks Ts 5h,6h4h,1.000,15.90
Ks Ts 5h,6h5s,0.495,38.35
Ks Ts 5h,7h6c,0.500,13.02
Ks Ts 5h,7h7c,1.000,34.16
Ks Ts 5h,7h6d,0.500,13.02
Ks Ts 5h,7h7d,1.000,34.16
Ks Ts 5h,7h3h,0.095,13.39
Ks Ts 5h,7h4h,1.000,14.89
Ks Ts 5h,7h6h,0.580,16.54
Ks Ts 5h,7h6s,0.500,16.16
Ks Ts 5h,8h6c,0.115,12.01
Ks Ts 5h,8h7c,0.605,13.40
Ks Ts 5h,8h8c,1.000,37.12
Ks Ts 5h,8h6d,0.115,12.01
Ks Ts 5h,8h7d,0.605,13.40
Ks Ts 5h,8h8d,1.000,37.12
Ks Ts 5h,8h4h,0.605,14.00
Ks Ts 5h,8h6h,1.000,15.58
Ks Ts 5h,8h7h,0.550,16.95
Ks Ts 5h,8h6s,0.115,15.20
Ks Ts 5h,8h7s,0.605,16.62
Ks Ts 5h,9h7c,0.155,12.89
Ks Ts 5h,9h8c,0.515,13.35
Ks Ts 5h,9h9c,1.000,40.67
Ks Ts 5h,9h7d,0.155,12.89
Ks Ts 5h,9h8d,0.515,13.35
Ks Ts 5h,9h9d,1.000,40.67
Ks Ts 5h,9h2h,0.280,13.23
Ks Ts 5h,9h3h,0.265,13.19
Ks Ts 5h,9h6h,1.000,14.93
Ks Ts 5h,9h7h,1.000,16.46
Ks Ts 5h,9h8h,0.775,17.00
Ks Ts 5h,9h7s,0.155,16.13
Ks Ts 5h,9h8s,0.515,16.65
Ks Ts 5h,Th8c,0.230,47.25
Ks Ts 5h,Th9c,0.845,47.74
Ks Ts 5h,ThTc,0.965,88.78
Ks Ts 5h,Th8d,0.230,47.25
Ks Ts 5h,Th9d,0.845,47.74
Ks Ts 5h,ThTd,0.965,88.78
Ks Ts 5h,Th3h,0.265,50.01
Ks Ts 5h,Th4h,0.415,50.01
Ks Ts 5h,Th6h,1.000,49.69
Ks Ts 5h,Th7h,1.000,49.63
Ks Ts 5h,Th8h,1.000,49.69
Ks Ts 5h,Th9h,0.620,50.15
Ks Ts 5h,Th8s,0.230,50.02
Ks Ts 5h,Th9s,0.845,50.69
Ks Ts 5h,Jh9c,0.190,24.41
Ks Ts 5h,JhTc,1.000,51.58
Ks Ts 5h,JhJc,0.870,53.99
Ks Ts 5h,Jh9d,0.190,24.41
Ks Ts 5h,JhTd,1.000,51.58
Ks Ts 5h,JhJd,0.870,53.99
Ks Ts 5h,Jh2h,0.470,15.15
Ks Ts 5h,Jh3h,0.700,15.12
Ks Ts 5h,Jh4h,1.000,15.25
Ks Ts 5h,Jh6h,1.000,15.53
Ks Ts 5h,Jh7h,1.000,17.19
Ks Ts 5h,Jh8h,0.980,17.54
Ks Ts 5h,Jh9h,0.950,27.59
Ks Ts 5h,JhTh,0.655,53.66
Ks Ts 5h,Jh9s,0.190,27.49
Ks Ts 5h,QhTc,1.000,52.30
Ks Ts 5h,QhJc,1.000,39.20
Ks Ts 5h,QhQc,0.345,58.49
Ks Ts 5h,QhTd,1.000,52.30
Ks Ts 5h,QhJd,1.000,39.20
Ks Ts 5h,QhQd,0.345,58.49
Ks Ts 5h,Qh2h,1.000,16.43
Ks Ts 5h,Qh3h,1.000,16.40
Ks Ts 5h,Qh4h,1.000,16.54
Ks Ts 5h,Qh6h,0.925,16.84
Ks Ts 5h,Qh7h,1.000,17.22
Ks Ts 5h,Qh8h,0.880,17.59
Ks Ts 5h,Qh9h,0.875,27.72
Ks Ts 5h,QhTh,0.655,54.37
Ks Ts 5h,QhJh,0.350,41.60
Ks Ts 5h,QhJs,1.000,41.93
Ks Ts 5h,Kh9c,0.320,63.60
Ks Ts 5h,KhTc,1.000,81.25
Ks Ts 5h,KhJc,0.830,66.85
Ks Ts 5h,KhQc,0.760,69.77
Ks Ts 5h,Kh9d,0.320,63.60
Ks Ts 5h,KhTd,1.000,81.25
Ks Ts 5h,KhJd,0.830,66.85
Ks Ts 5h,KhQd,0.760,69.77
Ks Ts 5h,Kh2h,1.000,64.04
Ks Ts 5h,Kh3h,0.900,63.94
Ks Ts 5h,Kh4h,0.690,63.94
Ks Ts 5h,Kh6h,0.935,63.90
Ks Ts 5h,Kh7h,0.860,64.05
Ks Ts 5h,Kh8h,1.000,64.36
Ks Ts 5h,Kh9h,0.990,65.26
Ks Ts 5h,KhTh,0.600,81.97
Ks Ts 5h,KhJh,0.900,68.32
Ks Ts 5h,KhQh,0.830,71.13
Ks Ts 5h,Kh9s,0.320,66.18
Ks Ts 5h,KhJs,0.830,69.26
Ks Ts 5h,KhQs,0.760,72.31
Ks Ts 5h,Ah5c,0.430,37.58
Ks Ts 5h,Ah8c,0.465,20.45
Ks Ts 5h,Ah9c,0.980,21.84
Ks Ts 5h,AhTc,0.860,54.15
Ks Ts 5h,AhJc,0.995,36.74
Ks Ts 5h,AhQc,1.000,42.06
Ks Ts 5h,AhKc,0.425,76.25
Ks Ts 5h,Ah5d,0.430,37.58
Ks Ts 5h,Ah8d,0.465,20.45
Ks Ts 5h,Ah9d,0.980,21.84
Ks Ts 5h,AhTd,0.860,54.15
Ks Ts 5h,AhJd,0.995,36.74
Ks Ts 5h,AhQd,1.000,42.06
Ks Ts 5h,AhKd,0.425,76.25
Ks Ts 5h,Ah2h,0.680,22.11
Ks Ts 5h,Ah3h,0.755,22.25
Ks Ts 5h,Ah4h,0.835,22.39
Ks Ts 5h,Ah6h,1.000,22.00
Ks Ts 5h,Ah7h,0.970,23.01
Ks Ts 5h,Ah8h,0.940,24.16
Ks Ts 5h,Ah9h,0.925,25.46
Ks Ts 5h,AhTh,0.825,56.31
Ks Ts 5h,AhJh,0.745,39.49
Ks Ts 5h,AhQh,0.475,44.56
Ks Ts 5h,Ah5s,0.430,40.19
Ks Ts 5h,Ah8s,0.465,23.58
Ks Ts 5h,Ah9s,0.980,25.20
Ks Ts 5h,AhJs,0.995,39.68
Ks Ts 5h,AhQs,1.000,45.11
Ks Ts 5h,2s2c,1.000,29.10
Ks Ts 5h,2s2d,1.000,29.10
Ks Ts 5h,2s2h,1.000,29.18
Ks Ts 5h,3s3c,1.000,29.73
Ks Ts 5h,3s3d,1.000,29.73
Ks Ts 5h,3s3h,1.000,29.83
Ks Ts 5h,3s2s,1.000,39.88
Ks Ts 5h,4s4c,1.000,30.75
Ks Ts 5h,4s4d,1.000,30.75
Ks Ts 5h,4s4h,1.000,30.84
Ks Ts 5h,4s2s,1.000,40.01
Ks Ts 5h,4s3s,1.000,40.95
Ks Ts 5h,5s4c,0.290,37.64
Ks Ts 5h,5s5c,1.000,86.98
Ks Ts 5h,5s4d,0.290,37.64
Ks Ts 5h,5s5d,1.000,86.98
Ks Ts 5h,5s4h,0.290,37.76
Ks Ts 5h,5s2s,1.000,58.30
Ks Ts 5h,5s3s,1.000,58.31
Ks Ts 5h,5s4s,0.700,58.29
Ks Ts 5h,6s5c,0.495,38.32
Ks Ts 5h,6s6c,1.000,34.21
Ks Ts 5h,6s5d,0.495,38.32
Ks Ts 5h,6s6d,1.000,34.21
Ks Ts 5h,6s6h,1.000,34.37
Ks Ts 5h,6s3s,1.000,40.65
Ks Ts 5h,6s4s,1.000,41.58
Ks Ts 5h,6s5s,0.475,58.70
Ks Ts 5h,7s6c,0.500,16.15
Ks Ts 5h,7s7c,1.000,37.03
Ks Ts 5h,7s6d,0.500,16.15
Ks Ts 5h,7s7d,1.000,37.03
Ks Ts 5h,7s6h,0.500,16.21
Ks Ts 5h,7s7h,1.000,37.14
Ks Ts 5h,7s3s,0.095,40.15
Ks Ts 5h,7s4s,1.000,41.10
Ks Ts 5h,7s5s,1.000,58.85
Ks Ts 5h,7s6s,0.580,42.18
Ks Ts 5h,8s6c,0.115,15.24
Ks Ts 5h,8s7c,0.605,16.58
Ks Ts 5h,8s8c,1.000,39.88
Ks Ts 5h,8s6d,0.115,15.24
Ks Ts 5h,8s7d,0.605,16.58
Ks Ts 5h,8s8d,1.000,39.88
Ks Ts 5h,8s6h,0.115,15.31
Ks Ts 5h,8s7h,0.605,16.64
Ks Ts 5h,8s8h,1.000,39.99
Ks Ts 5h,8s4s,0.605,40.71
Ks Ts 5h,8s5s,1.000,58.97
Ks Ts 5h,8s6s,1.000,41.76
Ks Ts 5h,8s7s,0.550,42.68
Ks Ts 5h,9s7c,0.155,16.15
Ks Ts 5h,9s8c,0.515,16.60
Ks Ts 5h,9s9c,1.000,43.41
Ks Ts 5h,9s7d,0.155,16.15
Ks Ts 5h,9s8d,0.515,16.60
Ks Ts 5h,9s9d,1.000,43.41
Ks Ts 5h,9s7h,0.155,16.22
Ks Ts 5h,9s8h,0.515,16.67
Ks Ts 5h,9s9h,1.000,43.54
Ks Ts 5h,9s2s,0.280,40.34
Ks Ts 5h,9s3s,0.265,40.45
Ks Ts 5h,9s5s,1.000,59.45
Ks Ts 5h,9s6s,1.000,41.62
Ks Ts 5h,9s7s,1.000,42.64
Ks Ts 5h,9s8s,0.775,43.03
Ks Ts 5h,Js9c,0.190,27.38
Ks Ts 5h,JsTc,1.000,54.28
Ks Ts 5h,JsJc,0.870,56.66
Ks Ts 5h,Js9d,0.190,27.38
Ks Ts 5h,JsTd,1.000,54.28
Ks Ts 5h,JsJd,0.870,56.66
Ks Ts 5h,Js9h,0.190,27.46
Ks Ts 5h,JsTh,1.000,54.41
Ks Ts 5h,JsJh,0.870,56.80
Ks Ts 5h,Js2s,0.470,41.60
Ks Ts 5h,Js3s,0.700,41.72
Ks Ts 5h,Js4s,1.000,41.82
Ks Ts 5h,Js5s,1.000,60.36
Ks Ts 5h,Js6s,1.000,42.06
Ks Ts 5h,Js7s,1.000,43.16
Ks Ts 5h,Js8s,0.980,43.45
Ks Ts 5h,Js9s,0.950,50.37
Ks Ts 5h,QsTc,1.000,55.28
Ks Ts 5h,QsJc,1.000,42.06
Ks Ts 5h,QsQc,0.345,61.34
Ks Ts 5h,QsTd,1.000,55.28
Ks Ts 5h,QsJd,1.000,42.06
Ks Ts 5h,QsQd,0.345,61.34
Ks Ts 5h,QsTh,1.000,55.43
Ks Ts 5h,QsJh,1.000,42.18
Ks Ts 5h,QsQh,0.345,61.48
Ks Ts 5h,Qs2s,1.000,42.85
Ks Ts 5h,Qs3s,1.000,42.97
Ks Ts 5h,Qs4s,1.000,43.08
Ks Ts 5h,Qs5s,1.000,60.79
Ks Ts 5h,Qs6s,0.925,43.33
Ks Ts 5h,Qs7s,1.000,43.64
Ks Ts 5h,Qs8s,0.880,43.93
Ks Ts 5h,Qs9s,0.875,50.78
Ks Ts 5h,QsJs,0.350,59.98
Ks Ts 5h,As5c,0.430,41.91
Ks Ts 5h,As8c,0.465,25.03
Ks Ts 5h,As9c,0.980,26.49
Ks Ts 5h,AsTc,0.860,58.35
Ks Ts 5h,AsJc,0.995,41.10
Ks Ts 5h,AsQc,1.000,46.47
Ks Ts 5h,AsKc,0.425,79.76
Ks Ts 5h,As5d,0.430,41.91
Ks Ts 5h,As8d,0.465,25.03
Ks Ts 5h,As9d,0.980,26.49
Ks Ts 5h,AsTd,0.860,58.35
Ks Ts 5h,AsJd,0.995,41.10
Ks Ts 5h,AsQd,1.000,46.47
Ks Ts 5h,AsKd,0.425,79.76
Ks Ts 5h,As8h,0.465,25.12
Ks Ts 5h,As9h,0.980,26.61
Ks Ts 5h,AsTh,0.860,58.54
Ks Ts 5h,AsJh,0.995,41.24
Ks Ts 5h,AsQh,1.000,46.61
Ks Ts 5h,AsKh,0.425,79.93
Ks Ts 5h,As2s,0.680,48.40
Ks Ts 5h,As3s,0.755,48.49
Ks Ts 5h,As4s,0.835,48.61
Ks Ts 5h,As5s,0.810,62.17
Ks Ts 5h,As6s,1.000,48.49
Ks Ts 5h,As7s,0.970,49.26
Ks Ts 5h,As8s,0.940,50.13
Ks Ts 5h,As9s,0.925,51.14
Ks Ts 5h,AsJs,0.745,60.52
Ks Ts 5h,AsQs,0.475,64.05
Ks Ts 7h,3c2c,1.000,7.58
Ks Ts 7h,4c2c,1.000,7.67
Ks Ts 7h,4c3c,1.000,9.05
Ks Ts 7h,5c2c,1.000,7.81
Ks Ts 7h,5c3c,1.000,9.20
Ks Ts 7h,5c4c,0.700,10.59
Ks Ts 7h,5c4d,0.290,10.57
Ks Ts 7h,5c4h,0.290,10.62
Ks Ts 7h,5c4s,0.290,13.68
Ks Ts 7h,6c3c,1.000,10.55
Ks Ts 7h,6c4c,1.000,12.09
Ks Ts 7h,6c5c,0.475,12.21
Ks Ts 7h,6c5d,0.495,12.17
Ks Ts 7h,6c5h,0.495,12.23
Ks Ts 7h,6c5s,0.495,15.29
Ks Ts 7h,7c3c,0.095,39.18
Ks Ts 7h,7c4c,1.000,39.13
Ks Ts 7h,7c5c,1.000,38.67
Ks Ts 7h,7c6c,0.580,39.33
Ks Ts 7h,7c6d,0.500,39.32
Ks Ts 7h,7c6h,0.500,39.43
Ks Ts 7h,7c6s,0.500,41.90
Ks Ts 7h,8c4c,0.605,12.35
Ks Ts 7h,8c5c,1.000,12.41
Ks Ts 7h,8c6c,1.000,23.63
Ks Ts 7h,8c7c,0.550,41.34
Ks Ts 7h,8c6d,0.115,23.63
Ks Ts 7h,8c7d,0.605,41.33
Ks Ts 7h,8c6h,0.115,23.71
Ks Ts 7h,8c6s,0.115,26.43
Ks Ts 7h,8c7s,0.605,43.81
Ks Ts 7h,9c2c,0.280,11.77
Ks Ts 7h,9c3c,0.265,11.69
Ks Ts 7h,9c5c,1.000,11.84
Ks Ts 7h,9c6c,1.000,23.58
Ks Ts 7h,9c7c,1.000,42.03
Ks Ts 7h,9c8c,0.775,34.41
Ks Ts 7h,9c7d,0.155,42.03
Ks Ts 7h,9c8d,0.515,34.38
Ks Ts 7h,9c8h,0.515,34.47
Ks Ts 7h,9c7s,0.155,44.48
Ks Ts 7h,9c8s,0.515,36.93
Ks Ts 7h,Tc3c,0.265,46.41
Ks Ts 7h,Tc4c,0.415,46.37
Ks Ts 7h,Tc5c,0.530,45.96
Ks Ts 7h,Tc6c,1.000,46.63
Ks Ts 7h,Tc7c,1.000,73.49
Ks Ts 7h,Tc8c,1.000,47.57
Ks Ts 7h,Tc9c,0.620,48.27
Ks Ts 7h,Tc8d,0.230,47.56
Ks Ts 7h,Tc9d,0.845,48.26
Ks Ts 7h,Tc8h,0.230,47.71
Ks Ts 7h,Tc9h,0.845,48.40
Ks Ts 7h,Tc8s,0.230,50.22
Ks Ts 7h,Tc9s,0.845,51.08
Ks Ts 7h,Jc2c,0.470,12.50
Ks Ts 7h,Jc3c,0.700,12.42
Ks Ts 7h,Jc4c,1.000,12.53
Ks Ts 7h,Jc5c,1.000,12.58
Ks Ts 7h,Jc6c,1.000,12.90
Ks Ts 7h,Jc7c,1.000,42.92
Ks Ts 7h,Jc8c,0.980,24.58
Ks Ts 7h,Jc9c,0.950,35.61
Ks Ts 7h,JcTc,0.655,51.20
Ks Ts 7h,Jc9d,0.190,35.53
Ks Ts 7h,JcTd,1.000,51.20
Ks Ts 7h,Jc9h,0.190,35.63
Ks Ts 7h,JcTh,1.000,51.33
Ks Ts 7h,Jc9s,0.190,38.24
Ks Ts 7h,Qc2c,1.000,12.47
Ks Ts 7h,Qc3c,1.000,12.40
Ks Ts 7h,Qc4c,1.000,12.51
Ks Ts 7h,Qc5c,1.000,12.57
Ks Ts 7h,Qc6c,0.925,13.94
Ks Ts 7h,Qc7c,1.000,42.12
Ks Ts 7h,Qc8c,0.880,14.73
Ks Ts 7h,Qc9c,0.875,25.42
Ks Ts 7h,QcTc,0.655,51.05
Ks Ts 7h,QcJc,0.350,38.70
Ks Ts 7h,QcTd,1.000,51.06
Ks Ts 7h,QcJd,1.000,38.66
Ks Ts 7h,QcTh,1.000,51.20
Ks Ts 7h,QcJh,1.000,38.76
Ks Ts 7h,QcJs,1.000,41.37
Ks Ts 7h,Kc2c,1.000,60.95
Ks Ts 7h,Kc3c,0.900,60.81
Ks Ts 7h,Kc4c,0.690,60.79
Ks Ts 7h,Kc5c,0.880,60.52
Ks Ts 7h,Kc6c,0.935,61.07
Ks Ts 7h,Kc7c,0.860,76.80
Ks Ts 7h,Kc8c,1.000,62.22
Ks Ts 7h,Kc9c,0.990,63.21
Ks Ts 7h,KcTc,0.600,79.55
Ks Ts 7h,KcJc,0.900,65.94
Ks Ts 7h,KcQc,0.830,68.09
Ks Ts 7h,Kc9d,0.320,63.28
Ks Ts 7h,KcTd,1.000,79.71
Ks Ts 7h,KcJd,0.830,65.97
Ks Ts 7h,KcQd,0.760,68.09
Ks Ts 7h,Kc9h,0.320,63.45
Ks Ts 7h,KcTh,1.000,79.81
Ks Ts 7h,KcJh,0.830,66.13
Ks Ts 7h,KcQh,0.760,68.26
Ks Ts 7h,Kc9s,0.320,65.76
Ks Ts 7h,KcJs,0.830,68.36
Ks Ts 7h,KcQs,0.760,70.70
Ks Ts 7h,Ac2c,0.680,17.10
Ks Ts 7h,Ac3c,0.755,17.25
Ks Ts 7h,Ac4c,0.835,17.37
Ks Ts 7h,Ac5c,0.810,17.53
Ks Ts 7h,Ac6c,1.000,19.04
Ks Ts 7h,Ac7c,0.970,41.71
Ks Ts 7h,Ac8c,0.940,22.14
Ks Ts 7h,Ac9c,0.925,23.57
Ks Ts 7h,AcTc,0.825,52.49
Ks Ts 7h,AcJc,0.745,37.12
Ks Ts 7h,AcQc,0.475,41.40
Ks Ts 7h,Ac5d,0.430,17.35
Ks Ts 7h,Ac8d,0.465,21.98
Ks Ts 7h,Ac9d,0.980,23.41
Ks Ts 7h,AcTd,0.860,52.50
Ks Ts 7h,AcJd,0.995,37.12
Ks Ts 7h,AcQd,1.000,41.40
Ks Ts 7h,AcKd,0.425,74.18
Ks Ts 7h,Ac5h,0.430,17.42
Ks Ts 7h,Ac8h,0.465,22.05
Ks Ts 7h,Ac9h,0.980,23.52
Ks Ts 7h,AcTh,0.860,52.68
Ks Ts 7h,AcJh,0.995,37.25
Ks Ts 7h,AcQh,1.000,41.54
Ks Ts 7h,AcKh,0.425,74.23
Ks Ts 7h,Ac5s,0.430,20.31
Ks Ts 7h,Ac8s,0.465,24.93
Ks Ts 7h,Ac9s,0.980,26.61
Ks Ts 7h,AcJs,0.995,39.99
Ks Ts 7h,AcQs,1.000,44.47
Ks Ts 7h,2d2c,1.000,25.68
Ks Ts 7h,3d3c,1.000,26.15
Ks Ts 7h,3d2d,1.000,7.58
Ks Ts 7h,4d4c,1.000,27.13
Ks Ts 7h,4d2d,1.000,7.67
Ks Ts 7h,4d3d,1.000,9.05
Ks Ts 7h,5d4c,0.290,10.57
Ks Ts 7h,5d5c,1.000,28.57
Ks Ts 7h,5d2d,1.000,7.81
Ks Ts 7h,5d3d,1.000,9.20
Ks Ts 7h,5d4d,0.700,10.59
Ks Ts 7h,5d4h,0.290,10.62
Ks Ts 7h,5d4s,0.290,13.68
Ks Ts 7h,6d5c,0.495,12.17
Ks Ts 7h,6d6c,1.000,32.08
Ks Ts 7h,6d3d,1.000,10.55
Ks Ts 7h,6d4d,1.000,12.09
Ks Ts 7h,6d5d,0.475,12.21
Ks Ts 7h,6d5h,0.495,12.23
Ks Ts 7h,6d5s,0.495,15.29
Ks Ts 7h,7d6c,0.500,39.32
Ks Ts 7h,7d7c,1.000,85.61
Ks Ts 7h,7d3d,0.095,39.18
Ks Ts 7h,7d4d,1.000,39.13
Ks Ts 7h,7d5d,1.000,38.67
Ks Ts 7h,7d6d,0.580,39.33
Ks Ts 7h,7d6h,0.500,39.43
Ks Ts 7h,7d6s,0.500,41.90
Ks Ts 7h,8d6c,0.115,23.63
Ks Ts 7h,8d7c,0.605,41.33
Ks Ts 7h,8d8c,1.000,38.01
Ks Ts 7h,8d4d,0.605,12.35
Ks Ts 7h,8d5d,1.000,12.41
Ks Ts 7h,8d6d,1.000,23.63
Ks Ts 7h,8d7d,0.550,41.34
Ks Ts 7h,8d6h,0.115,23.71
Ks Ts 7h,8d6s,0.115,26.43
Ks Ts 7h,8d7s,0.605,43.81
Ks Ts 7h,9d7c,0.155,42.03
Ks Ts 7h,9d8c,0.515,34.38
Ks Ts 7h,9d9c,1.000,41.65
Ks Ts 7h,9d2d,0.280,11.77
Ks Ts 7h,9d3d,0.265,11.69
Ks Ts 7h,9d5d,1.000,11.84
Ks Ts 7h,9d6d,1.000,23.58
Ks Ts 7h,9d7d,1.000,42.03
Ks Ts 7h,9d8d,0.775,34.41
Ks Ts 7h,9d8h,0.515,34.47
Ks Ts 7h,9d7s,0.155,44.48
Ks Ts 7h,9d8s,0.515,36.93
Ks Ts 7h,Td8c,0.230,47.56
Ks Ts 7h,Td9c,0.845,48.26
Ks Ts 7h,TdTc,0.965,87.46
Ks Ts 7h,Td3d,0.265,46.41
Ks Ts 7h,Td4d,0.415,46.37
Ks Ts 7h,Td5d,0.530,45.96
Ks Ts 7h,Td6d,1.000,46.63
Ks Ts 7h,Td7d,1.000,73.49
Ks Ts 7h,Td8d,1.000,47.57
Ks Ts 7h,Td9d,0.620,48.27
Ks Ts 7h,Td8h,0.230,47.71
Ks Ts 7h,Td9h,0.845,48.40
Ks Ts 7h,Td8s,0.230,50.22
Ks Ts 7h,Td9s,0.845,51.08
Ks Ts 7h,Jd9c,0.190,35.53
Ks Ts 7h,JdTc,1.000,51.20
Ks Ts 7h,JdJc,0.870,53.78
Ks Ts 7h,Jd2d,0.470,12.50
Ks Ts 7h,Jd3d,0.700,12.42
Ks Ts 7h,Jd4d,1.000,12.53
Ks Ts 7h,Jd5d,1.000,12.58
Ks Ts 7h,Jd6d,1.000,12.90
Ks Ts 7h,Jd7d,1.000,42.92
Ks Ts 7h,Jd8d,0.980,24.58
Ks Ts 7h,Jd9d,0.950,35.61
Ks Ts 7h,JdTd,0.655,51.20
Ks Ts 7h,Jd9h,0.190,35.63
Ks Ts 7h,JdTh,1.000,51.33
Ks Ts 7h,Jd9s,0.190,38.24
Ks Ts 7h,QdTc,1.000,51.06
Ks Ts 7h,QdJc,1.000,38.66
Ks Ts 7h,QdQc,0.345,57.19
Ks Ts 7h,Qd2d,1.000,12.47
Ks Ts 7h,Qd3d,1.000,12.40
Ks Ts 7h,Qd4d,1.000,12.51
Ks Ts 7h,Qd5d,1.000,12.57
Ks Ts 7h,Qd6d,0.925,13.94
Ks Ts 7h,Qd7d,1.000,42.12
Ks Ts 7h,Qd8d,0.880,14.73
Ks Ts 7h,Qd9d,0.875,25.42
Ks Ts 7h,QdTd,0.655,51.05
Ks Ts 7h,QdJd,0.350,38.70
Ks Ts 7h,QdTh,1.000,51.20
Ks Ts 7h,QdJh,1.000,38.76
Ks Ts 7h,QdJs,1.000,41.37
Ks Ts 7h,Kd9c,0.320,63.28
Ks Ts 7h,KdTc,1.000,79.71
Ks Ts 7h,KdJc,0.830,65.97
Ks Ts 7h,KdQc,0.760,68.09
Ks Ts 7h,Kd2d,1.000,60.95
Ks Ts 7h,Kd3d,0.900,60.81
Ks Ts 7h,Kd4d,0.690,60.79
